Date.Time	Lon	Lat	ARS			
18/11/2009 10:00	89.65168	-51.5861893	0			
18/11/2009 10:39	89.6775284	-51.5855598	0			
18/11/2009 11:00	89.6836548	-51.585041	0			
18/11/2009 11:20	89.6981354	-51.5876884	0			
18/11/2009 11:58	89.7295532	-51.5885773	0			
18/11/2009 12:19	89.748764	-51.5934753	0			
18/11/2009 13:17	89.7972717	-51.6007423	0			
18/11/2009 14:19	89.8562851	-51.6185112	0			
18/11/2009 15:21	89.8867188	-51.6270828	0			
18/11/2009 15:48	89.8898926	-51.6297073	0			
18/11/2009 16:20	89.9155731	-51.6335754	0			
18/11/2009 16:50	89.9276352	-51.6330452	0			
18/11/2009 17:21	89.9424515	-51.6412392	0			
18/11/2009 17:53	89.948616	-51.6433334	0			
18/11/2009 18:25	89.983139	-51.649498	0			
18/11/2009 19:22	90.0377426	-51.6513138	0			
18/11/2009 20:11	90.05793	-51.6603279	0			
18/11/2009 20:36	90.0705719	-51.6665611	0			
18/11/2009 21:45	90.1349869	-51.6877937	0			
18/11/2009 22:25	90.1638336	-51.7011833	0			
18/11/2009 22:47	90.1790466	-51.7084274	0			
19/11/2009 1:51	90.3109665	-51.7768173	0			
19/11/2009 2:15	90.3297501	-51.7827148	0			
19/11/2009 2:38	90.344101	-51.7913284	0			
19/11/2009 3:02	90.3631439	-51.8000526	0			
19/11/2009 3:25	90.3811417	-51.8073997	0			
19/11/2009 4:33	90.4405212	-51.8364525	0			
19/11/2009 5:19	90.4764175	-51.856411	0			
19/11/2009 5:42	90.4835892	-51.8620033	0			
19/11/2009 6:05	90.4908829	-51.8682022	0			
19/11/2009 6:29	90.4980316	-51.8722878	0			
19/11/2009 7:29	90.5149155	-51.8877029	0			
19/11/2009 7:50	90.530159	-51.8979454	0			
19/11/2009 8:13	90.5487061	-51.9110336	0			
19/11/2009 9:15	90.5808334	-51.9432449	0			
19/11/2009 9:37	90.5948715	-51.9588509	0			
19/11/2009 10:22	90.623909	-51.9884033	0			
19/11/2009 10:45	90.6397781	-52.0053177	0			
19/11/2009 11:06	90.6534119	-52.0152626	0			
19/11/2009 11:28	90.6654663	-52.0274658	0			
19/11/2009 11:50	90.6758575	-52.0376244	0			
19/11/2009 12:11	90.688179	-52.0474548	0			
19/11/2009 13:18	90.7264786	-52.0805969	0			
19/11/2009 13:43	90.7413788	-52.0937843	0			
19/11/2009 14:03	90.7526932	-52.1069794	0			
19/11/2009 14:38	90.7660141	-52.1146431	0			
19/11/2009 15:16	90.7892456	-52.1354256	0			
19/11/2009 15:51	90.805954	-52.151329	0			
19/11/2009 16:12	90.8171082	-52.15979	0			
19/11/2009 17:08	90.8546906	-52.1825676	0			
19/11/2009 18:09	90.8836746	-52.1935272	0			
19/11/2009 18:31	90.8959427	-52.1939964	0			
19/11/2009 18:51	90.9058914	-52.198185	0			
19/11/2009 19:48	90.9370041	-52.2157516	0			
19/11/2009 20:29	90.9661407	-52.2226982	0			
19/11/2009 20:49	90.9796753	-52.2266922	0			
19/11/2009 21:11	90.9930801	-52.2308922	0			
